name;openpl;instagram;Bundesland;Verband;Datum;Ort;Geschlecht;Alter;Squat;Bench;deadlift
Karim Lakjaa;karimlakjaa;None;None;GDFPF;21.10.2017;None;M;32;160;110;215
Günter Lüdecke;gunterludecke;None;ST;BVDK;23.09.2017;Deutschland;M;68;155;92.5;180
Sascha Wandrei;saschawandrei;None;ST;BVDK;23.09.2017;None;M;31;170;110;175
Christian Kuhn;christiankuhn;None;None;GDFPF;31.03.2013;Deutschland;M;28;150;105;195
Andreas Dohm;andreasdohm;None;NRW;BVDK;27.04.2013;None;M;;152.5;132.5;185
Jacqueline Schill;jacquelineschill;None;None;GDFPF;21.10.2017;None;W;27;95;60;120
Sybille Hampel;sybillehampel;None;None;IPF;04.06.2019;Deutschland;W;51;107.5;62.5;122.5
Justin Floß;justinfloss;None;BB;BVDK;16.09.2016;Deutschland;M;17;160;95;190
Sebastian Schirmer;sebastianschirmer;None;TH;BVDK;24.02.2018;None;M;25;145;115;180
Patrick Hübler;patrickhubler;None;BY;BVDK;26.10.2019;None;M;16;185;95;175
Jan Frey;janfrey;None;NRW;BVDK;08.09.2018;Deutschland;M;29;147.5;107.5;197.5
Maximilian Spajic;maximilianspajic;None;NRW;BVDK;01.12.2019;None;M;;167.5;105;205
Viktor Schlinger;viktorschlinger;None;None;WDFPF;25.10.2019;Deutschland;M;67;150;105;170
Konrad Dedry;konraddedry;None;None;Germany-UA;15.12.2012;None;M;19;170;110;185
Gina Berthold;ginaberthold;None;HH;Germany-UA;01.09.2017;None;W;;87.5;55;117.5
Alexander Stellrecht;alexanderstellrecht;None;None;Germany-UA;21.12.2013;None;M;17;152.5;92.5;165
Tom Eulitz;tomeulitz;None;None;UPC-Germany;03.10.2015;None;M;;140;97.5;150
David Cordes;davidcordes;None;NRW;BVDK;06.05.2017;Deutschland;M;22;165;90;200
Fabian Düregger;fabianduregger;None;HE;Germany-UA;16.12.2017;None;M;24;185;117.5;195
Marc Schneppenheim;marcschneppenheim;None;NRW;BVDK;01.12.2019;None;M;;155;122.5;200
Pierre Liebeskind;pierreliebeskind;None;TH;BVDK;08.10.2016;Deutschland;M;23;172.5;105;200
Mieczysłąw Maczka;mieczyslawmaczka;None;None;GPC;20.10.2019;Deutschland;M;65;160;112.5;162.5
Pola Wittmann;polawittmann;None;BY;BVDK;23.10.2021;None;W;21;95;55;120
Julia Homann;juliahomann;None;NRW;Germany-UA;09.11.2018;None;W;;120;55;140
Patricia Luxner;patricialuxner;None;None;WPU;01.07.2018;Deutschland;W;43;100;92.5;140
Johannes Christopher Bracht;johanneschristopherbracht;None;NRW;BVDK;29.08.2015;None;M;26;170;115;190
Klaus Uwe Klobedantz;klausuweklobedantz;None;NRW;BVDK;10.10.2021;Deutschland;M;54;172.5;135;190
Kurt Bücherl;kurtbucherl;None;NRW;BVDK;09.09.2017;Deutschland;M;67;155;90;185
Eric Beck;ericbeck;None;None;BVDK;30.06.2018;None;M;25;125;90;160
Amandine Soldermann;amandinesoldermann;None;None;WPC-France;18.09.2021;Deutschland;W;28;110;55;130
Tim Behrend;timbehrend;None;HE;Germany-UA;14.12.2019;None;M;30;145;115;185
Dennis Ebeling;dennisebeling;None;None;GRAWA;10.09.2011;None;M;;277.5;;257.5
Maik Schubert;maikschubert;None;ST;BVDK;10.10.2015;Deutschland;M;24;120;90;167.5
Klaus Rodewyk;klausrodewyk;None;None;GPU;01.01.2018;Deutschland;M;63;170;120;200
Boas Meyer;boasmeyer;None;None;BVDK;19.09.2021;None;M;17;127.5;115.5;127.5
Benjamin Langenfeld;benjaminlangenfeld;None;NI;BVDK;28.04.2018;Deutschland;M;16;152.5;90;187.5
Jana Frank;janafrank;None;HE;BVDK;02.11.2019;None;W;20;92.5;47.5;112.5
Enrico Mehl;enricomehl;None;BB;BVDK;14.06.2014;None;M;18;150;97.5;172.5
Mario Schmidt;marioschmidt;mario_srb1;BY;BVDK;27.10.2018;Deutschland;M;19;190;110;200
Verena Pieper;verenapieper;None;None;WPF;19.06.2015;Deutschland;W;35;95;65;125
Sophia Vinogradova;sophiavinogradova;None;IL;WUAP;17.10.2019;Deutschland;W;;105;45;120
Theresia Schliebe;theresiaschliebe;None;BY;BVDK;20.10.2018;Deutschland;W;23;100;62.5;125
Lennart Meßing;lennartmessing;None;NRW;BVDK;24.06.2022;None;M;21;152.5;100;190
Wjatscheslaw Beilmann;wjatscheslawbeilmann;None;None;BVDK;12.10.2017;None;M;46;142.5;80;145
Jasmin Michelle Rauth;jasminmichellerauth;None;HE;Germany-UA;14.12.2019;None;W;21;100;45;125
Harald Oswald;haraldoswald;None;None;Germany-UA;01.12.2005;None;M;;130;110;202.5
Max Liersch;maxliersch;None;NRW;BVDK;24.06.2022;None;M;22;170;102.5;200
Melissa Luttmann;melissaluttmann;None;None;BVDK;21.08.2022;None;W;;85;60;150
Tom Popp;tompopp;None;None;WPF;10.11.2017;Deutschland;M;24;150;100;190
Johannes Winter;johanneswinter;None;None;BVDK;30.06.2018;Deutschland;M;17;172.5;105;177.5
Andreas Georgiadis;andreasgeorgiadis;None;NRW;Germany-UA;09.11.2018;None;M;;160;95;175
Christopher Mitzkus;christophermitzkus;None;NI;BVDK;24.07.2021;None;M;22;157.5;107.5;190
Anna Bonsch;annabonsch;None;BW;BVDK;22.09.2019;None;W;;140;85;140
Cevin Thiele;cevinthiele;None;MV;BVDK;29.09.2018;None;M;;152.5;110;190
Jacqueline Rietenbach;jacquelinerietenbach;None;HE;Germany-UA;15.12.2018;None;W;24;87.5;55;125
Kim-Helene Jochum;kimhelenejochum;None;None;WUAP-Germany;06.05.2022;Deutschland;W;21;115;55;135
Mara Van Steen;maravansteen;None;HE;BVDK;20.05.2022;None;W;34;110;65;145
Vanessa Bleimeister;vanessableimeister;None;TH;BVDK;07.10.2017;None;W;21;122.5;52.5;137.5
Bernd Kalmlage;berndkalmlage;None;BY;BVDK;20.10.2018;None;M;17;135;95;160
Swen Bischof;swenbischof;None;None;BVDK;28.04.2019;None;M;;135;95;160
Anne Selders;anneselders;None;NRW;BVDK;05.05.2018;Deutschland;W;;110;62.5;130
David Pütz;davidputz;None;BY;GDFPF;13.10.2018;Deutschland;M;42;147.5;117.5;180
Philipp Troßmann;philipptrossmann;None;HE;Germany-UA;15.12.2018;None;M;24;135;100;210
Michael Herz;michaelherz;None;None;UPC-Germany;31.03.2016;None;M;;145;90;180
Johnny Winkler;johnnywinkler;None;NRW;BVDK;25.08.2018;Deutschland;M;22;145;100;180
Christian Rolef;christianrolef;None;NRW;BVDK;27.08.2016;Deutschland;M;25;160;110;225
Meiko Griebner;meikogriebner;None;BB;BVDK;15.06.2019;Deutschland;M;14;140;102.5;167.5
Vincent Frank;vincentfrank;None;MV;BVDK;21.09.2019;None;M;21;180;130;210
Lukas Pommerenke;lukaspommerenke;None;None;UPC-Germany;27.03.2015;Deutschland;M;;122.5;100;175
Alexander Frank;alexanderfrank;None;None;BVDK;08.02.2020;None;M;40;170;130;150
Andrea Pauli;andreapauli;None;None;UPC-Germany;31.03.2016;Deutschland;W;36;75;67.5;135
Nina Pretscher;ninapretscher;None;BB;BVDK;15.06.2019;None;W;26;90;55;120
Jennifer Bolaji;jenniferbolaji;None;NRW;BVDK;01.06.2019;None;W;26;107.5;47.5;130
Marlena van Munster;marlenavanmunster;None;HE;BVDK;12.05.2018;Deutschland;W;21;110;60;127.5
Nele Schwarz;neleschwarz;None;NRW;BVDK;24.06.2022;None;W;20;97.5;50;107.5
Michael Heinze;michaelheinze;None;None;Germany-UA;21.12.2013;None;M;32;150;125;150
Sabine Jansen;sabinejansen;None;NRW;BVDK;24.06.2022;None;W;21;85;60;105
Thomas Danielse;thomasdanielse;None;HH;Germany-UA;01.09.2017;None;M;;127.5;92.5;172.5
Heinz-Josef Friedhoff;heinzjoseffriedhoff;None;NRW;BVDK;27.08.2016;Deutschland;M;64;190;90;210
Stefan Rek;stefanrek;None;HE;BVDK;02.11.2019;Deutschland;M;25;160;115;185
Sabine Zartmnn;sabinezartmnn;None;None;BVDK;10.04.2022;Deutschland;W;34;87.5;57.5;102.5
Tobias Dohmen;tobiasdohmen;None;NRW;BVDK;12.10.2019;None;M;19;157.5;120;195
Wilfried Häusler;wilfriedhausler;None;BB;BVDK;19.09.2014;Deutschland;M;72;140;85;171
Silvia Petri;silviapetri;None;None;Germany-UA;17.12.2011;None;W;32;80;72.5;112.5
Gezim Ademi;gezimademi;None;NRW;BVDK;12.10.2019;None;M;35;160;120;195
Renè Holtze;reneholtze;None;NI;BVDK;28.04.2018;Deutschland;M;17;155;95;147.5
Lena Maria Wieland;lenamariawieland;None;HE;BVDK;10.06.2017;None;W;24;112.5;52.5;115
Christiana Schmidt;christianaschmidt;None;None;WDFPF;30.10.2015;Deutschland;W;32;97.5;52.5;115
Carla Scholz;carlascholz;None;NRW;BVDK;26.09.2020;None;W;22;107.5;57.5;115
Sebastian Wegener;sebastianwegener;None;HE;BVDK;15.08.2020;Deutschland;M;23;152.5;117.5;200
Anna Hanus;annahanus;None;HE;Germany-UA;15.12.2018;None;W;22;97.5;55;127.5
Daniel Ochs;danielochs;None;NRW;BVDK;25.04.2015;None;M;;127.5;120;165
Christoph Wegener;christophwegener;None;HE;BVDK;20.05.2022;None;M;35;165;110;195
Daniel Mattern;danielmattern;None;NRW;BVDK;09.12.2018;None;M;;160;107.5;190
Dominic Kraus;dominickraus;None;BY;GDFPF;07.09.2019;Deutschland;M;24;120;107.5;185
Herbert Kalischke;herbertkalischke;None;ST;BVDK;03.02.2018;Deutschland;M;69;175;120;175
Kevin Hornig;kevinhornig;None;None;GDFPF;26.03.2016;None;M;24;145;102.5;170
Alice Rose Teschabai;aliceroseteschabai;None;HE;BVDK;15.08.2020;Deutschland;W;27;87.5;55;120
Marcel Keller;marcelkeller;None;None;BVDK;12.10.2017;None;M;33;155;140;190
Simon Heuser;simonheuser;None;HE;BVDK;12.05.2018;Deutschland;M;22;165;107.5;200
Shawn-Connor Ziemann;shawnconnorziemann;None;NRW;Germany-UA;09.11.2018;None;M;;165;120;190
Klaus Rodowyk;klausrodowyk;None;None;WPU;26.10.2018;Deutschland;M;64;175;120;180
Lena Knierim;lenaknierim;None;HE;BVDK;20.05.2022;None;W;29;95;50;120
Peter Remmels;peterremmels;None;None;WPF;13.06.2014;Deutschland;M;60;165;95;165
Leonard Wehr;leonardwehr;None;NRW;BVDK;25.08.2018;None;M;22;160;102.5;175
Anni Beckert;annibeckert;None;BB;BVDK;19.09.2014;Deutschland;W;18;107.5;52.5;140
Markus Wessel;markuswessel;None;BB;BVDK;12.09.2015;Deutschland;M;17;152.5;100;170
Jörg Hänsel;jorghansel;None;None;BVDK;30.10.2021;None;M;46;170;130;200
Alexander Ketterer;alexanderketterer;None;None;UPC-Germany;31.03.2016;None;M;;152.5;110;175
Carsten Fleck;carstenfleck;None;BY;GDFPF;07.09.2019;Deutschland;M;32;160;122.5;180
Henri Rüsenberg;henrirusenberg;None;None;GDFPF;26.03.2016;None;M;17;130;85;165
Lea Holighaus;leaholighaus;None;BB;BVDK;16.09.2016;Deutschland;W;22;95;60;107.5
Rebecca Sauer;rebeccasauer;None;None;GDFPF;21.10.2017;None;W;26;97.5;62.5;120
Moritz Gehlen;moritzgehlen;None;NRW;Germany-UA;09.11.2018;None;M;;152.5;92.5;190
Nico Jones;nicojones;None;None;Germany-UA;15.12.2012;None;M;18;150;120;200
Madeleine Wagner;madeleinewagner;None;BY;BVDK;05.03.2022;None;W;27;100;65;117.5
Kevin Krumpf;kevinkrumpf;None;NRW;BVDK;01.06.2019;None;M;16;177.5;95;200
Jan Wilhelm;janwilhelm;None;BB;BVDK;04.10.2013;None;M;15;160;92.5;160
Christoph Knoll;christophknoll;None;HE;Germany-UA;15.12.2018;None;M;23;130;115;172.5
Sandra Satzinger;sandrasatzinger;None;HH;Germany-UA;01.09.2017;None;W;;100;60;122.5
Thomas Urbschat;thomasurbschat;None;None;UPC-Germany;03.10.2015;None;M;;150;117.5;190
Marco Dömling;marcodomling;None;BY;BVDK;12.05.2018;Deutschland;M;41;160;90;170
Lena Wieland;lenawieland;None;None;PAGermany;28.04.2017;Deutschland;W;24;115;42.5;117.5
Johannes Preiss;johannespreiss;None;BY;BVDK;27.10.2018;None;M;19;170;102.5;172.5
Benjamin Wolf-Engels;benjaminwolfengels;None;NRW;BVDK;09.12.2017;Deutschland;M;;145;95;165
Mariius Haag;mariiushaag;None;None;Germany-UA;01.12.2005;None;M;;130;100;180
Bianka Kraft;biankakraft;None;BY;BVDK;27.10.2018;None;W;35;100;67.5;115
Benny Hofstadt;bennyhofstadt;None;None;GPU;01.02.2020;Deutschland;M;31;155;100;180
Marcus Geyer;marcusgeyer;None;SN;BVDK;24.11.2018;None;M;46;167.5;125;212.5
Dorothee Well;dorotheewell;None;BB;BVDK;15.06.2019;None;W;29;112.5;55;132.5
Patrick Hellpap;patrickhellpap;None;BE;Germany-UA;05.10.2015;None;M;;170;120;200
Alessandro Andrea Morfeo;alessandroandreamorfeo;None;NRW;BVDK;05.05.2018;Deutschland;M;;162.5;117.5;205
Isabelle Klein;isabelleklein;None;None;BVDK;10.04.2022;Deutschland;W;32;110;67.5;122.5
Moritz Endemann;moritzendemann;None;HE;Germany-UA;14.12.2019;None;M;20;162.5;105;190
Frederik Köster;frederikkoster;None;NRW;BVDK;01.12.2019;None;M;16;145;132.5;200
Steffen Romahn;steffenromahn;None;NRW;BVDK;06.09.2014;None;M;49;140;130;180
Arnold Danna;arnolddanna;None;None;Germany-UA;21.12.2013;None;M;20;160;85;170
Daniel Stahl;danielstahl;None;BW;BVDK;09.09.2018;None;M;29;137.5;102.5;180
Pinar Tasdemir;pinartasdemir;None;HE;Germany-UA;14.12.2019;None;W;27;122.5;57.5;135
Azamat Tilektessov;azamattilektessov;_az_107;None;GPU;02.05.2022;Deutschland;M;23;90;80;152.5
Marin Skopp;marinskopp;None;TH;BVDK;23.04.2016;None;M;16;130;105;165
Juri Hochsetter;jurihochsetter;None;None;WPF;02.11.2018;Deutschland;M;56;140;100;230
Christoph Stempel;christophstempel;None;NRW;BVDK;01.06.2019;Deutschland;M;22;160;105;205
Dennis Tittel;dennistittel;None;None;Germany-UA;19.12.2015;None;M;19;180;90;170
Eric Runge;ericrunge;None;None;BVDK;08.02.2020;None;M;24;162.5;110;185
Justin Ernst;justinernst;None;BB;BVDK;19.09.2014;None;M;16;132.5;75;170
Lutz Stoppa;lutzstoppa;None;BB;BVDK;04.10.2013;Deutschland;M;51;180;140;180
Lauranz Schneiders;lauranzschneiders;None;None;Germany-UA;17.12.2011;None;M;;152.5;107.5;220
Florian Kling;floriankling;None;BY;GDFPF;07.09.2019;Deutschland;M;32;170;90;200
Lisa Lieberknecht;lisalieberknecht;None;BB;BVDK;16.09.2016;Deutschland;W;18;107.5;65;127.5
Jennifer Wiesmeier;jenniferwiesmeier;None;BY;BVDK;30.04.2022;None;W;21;112.5;55;125
Marvin Volkmann;marvinvolkmann;None;None;GDFPF;26.03.2016;None;M;19;100;132.5;190
Lukas Gallenberger;lukasgallenberger;None;BY;BVDK;12.05.2018;Deutschland;M;21;145;90;175
Stefan Kapplinghaus;stefankapplinghaus;None;NRW;BVDK;12.05.2012;Deutschland;M;55;140;120;200
Daniel Pasenow;danielpasenow;None;BB;BVDK;16.09.2016;Deutschland;M;43;120;125;135
Michael Schmatloch;michaelschmatloch;None;BY;BVDK;23.10.2021;None;M;50;140;160;200
Benjamin Blumenthal;benjaminblumenthal;storchenbeuger;NRW;BVDK;01.12.2019;None;M;34;157.5;100;210
Mike Puhl;mikepuhl;None;BE;Germany-UA;05.10.2015;None;M;;160;100;200
Saskia Meidinger;saskiameidinger;None;BY;BVDK;30.04.2022;None;W;22;107.5;45;125
Florian Noerenberg;floriannoerenberg;None;BB;BVDK;12.09.2015;Deutschland;M;16;135;92.5;162.5
Andreas Rüdiger;andreasrudiger;None;None;BVDK;29.03.2019;Deutschland;M;57;135;100;200
Michaela Cortes;michaelacortes;None;BY;BVDK;23.10.2021;None;W;39;80;52.5;110
Josef Sussbauer;josefsussbauer;None;None;WUAP;13.06.2017;Deutschland;M;61;192.5;60;202.5
Sven Steinbach;svensteinbach;None;NRW;Germany-UA;09.11.2018;None;M;;142.5;105;175
Dustin Kohlmaier;dustinkohlmaier;None;BY;BVDK;27.10.2018;None;M;22;110;130;215
Vincent Thiel;vincentthiel;None;TH;BVDK;24.02.2018;None;M;24;165;130;192.5
Timon Hofmann;timonhofmann;None;TH;BVDK;30.05.2015;None;M;19;150;92.5;155
Marta Szulc;martaszulc;None;BW;BVDK;22.09.2019;None;W;24;115;50;165
Pascal Gorzewski;pascalgorzewski;None;NRW;BVDK;25.08.2018;None;M;29;165;105;182.5
Michael Morell;michaelmorell;None;None;UPC-Germany;03.10.2015;None;M;27;145;107.5;190
Alexander Anipkin;alexanderanipkin;None;BB;BVDK;04.10.2013;None;M;16;115;95;167.5
Regine Hahl;reginehahl;None;BW;BVDK;22.09.2019;None;W;;95;55;110
Thomas Bold;thomasbold;None;BY;GDFPF;13.10.2018;Deutschland;M;56;130;105;200
Patrick Seum;patrickseum;None;HE;BVDK;20.05.2022;None;M;26;150;110;200
Maximilian Gerdes;maximiliangerdes;None;None;Germany-UA;19.12.2015;None;M;22;135;105;170
Abdennabi Mqalech;abdennabimqalech;None;None;Germany-UA;01.12.2005;None;M;;125;110;150
Darius Lamm;dariuslamm;None;HE;Germany-UA;16.12.2017;None;M;22;147.5;90;180
Max Heynck;maxheynck;None;BY;BVDK;12.05.2018;Deutschland;M;52;132.5;95;190
Lisa Kolbe;lisakolbe;None;None;BVDK;29.09.2021;None;W;30;100;57.5;117.5
Gorsel Bottcher;gorselbottcher;None;None;WPC;15.11.2021;Deutschland;M;44;180;150;180
Marcel-Pierre Kiefer;marcelpierrekiefer;None;HE;Germany-UA;14.12.2019;None;M;18;125;112.5;170
Danilo Pasnicki;danilopasnicki;None;BW;BVDK;18.12.2021;Deutschland;M;27;132.5;95;175
Christian Sylvester Nytra;christiansylvesternytra;None;HH;Germany-UA;09.10.2016;None;M;;185;100;205
Cristiane Cantisano;cristianecantisano;None;BY;GDFPF;13.10.2018;None;W;34;105;45;110
Justine Winkler;justinewinkler;None;HE;Germany-UA;15.12.2018;None;W;24;95;50;122.5
Pascal Köhler;pascalkohler;None;None;WUAP-Germany;06.05.2022;Deutschland;M;25;145;127.5;190
Julian Danner;juliandanner;None;SN;BVDK;10.10.2020;None;M;24;135;112.5;162.5
Heiko Grunert;heikogrunert;None;NRW;BVDK;15.07.2022;None;M;54;142.5;112.5;160
Robin Heidrich;robinheidrich;None;None;BVDK;30.04.2021;None;M;21;150;105;170
Sophia Bohn;sophiabohn;None;None;BVDK;30.10.2021;None;W;22;120;50;135
Neubauer Chris;neubauerchris;None;HE;Germany-UA;14.04.2019;None;M;25;165;100;170
Norbert Rösel;norbertrosel;None;None;UPC-Germany;01.03.2017;None;M;65;105;117.5;165
Valeria Beilmann;valeriabeilmann;None;HH;Germany-UA;01.09.2017;None;W;;72.5;42.5;75
Michael Rackiewiecz;michaelrackiewiecz;None;NRW;BVDK;13.07.2013;None;M;;140;90;182.5
Ludwig Werner;ludwigwerner;None;HE;BVDK;10.06.2017;Deutschland;M;79;115;70;150
Henk Nijstadt;henknijstadt;None;None;GPU;25.04.2015;None;M;57;145;110;160
Dominik Steimmer;dominiksteimmer;None;NRW;BVDK;01.12.2019;None;M;;142.5;100;185
Kai Grulke;kaigrulke;None;None;BVDK;30.09.2017;None;M;24;155;100;185
Hamd Khalili;hamdkhalili;None;HE;BVDK;10.06.2017;None;M;20;140;100;140
Rico Piffka;ricopiffka;None;BB;BVDK;03.09.2011;None;M;18;115;77.5;145
Lisa Sendner;lisasendner;None;None;GDFPF;21.10.2017;None;W;21;80;35;105
Bastian Maienschein;bastianmaienschein;None;HE;Germany-UA;16.12.2017;None;M;22;162.5;107.5;200
Max Glok;maxglok;None;BY;BVDK;16.03.2019;Deutschland;M;17;145;112.5;172.5
Carolin Lange;carolinlange;None;HE;Germany-UA;14.12.2019;None;W;23;107.5;67.5;132.5
Janosch Nikolas Porzelt;janoschnikolasporzelt;None;HE;BVDK;02.11.2019;None;M;17;137.5;115;170
Vivien Ann Hoppe;vivienannhoppe;None;BB;BVDK;16.09.2016;Deutschland;W;23;85;50;120
Marc Holers;marcholers;None;HE;BVDK;10.06.2017;None;M;22;170;152.5;140
Chris-Paul Neumann;chrispaulneumann;None;BB;BVDK;03.09.2011;None;M;18;147.5;85;170
Alice Ridder;aliceridder;None;NRW;BVDK;24.08.2019;None;W;25;100;52.5;127.5
Tina Clausen;tinaclausen;None;HH;Germany-UA;01.09.2017;None;W;;102.5;50;107.5
Rike Strandt;rikestrandt;None;MV;BVDK;21.09.2019;None;W;;80;50;100
Julia-Kathrin Meibaum;juliakathrinmeibaum;None;None;GDFPF;26.03.2016;None;W;28;82.5;45.5;105
Leon Kresin;leonkresin;None;TH;BVDK;22.04.2017;None;M;15;130;85;160
Alexander Reichert;alexanderreichert;None;BW;BVDK;09.09.2018;None;M;19;142.5;97.5;165
Klara Szuggar;klaraszuggar;None;None;BVDK;29.03.2019;None;W;16;100;55;102.5
Marion Zeschau;marionzeschau;None;NRW;BVDK;01.12.2019;None;W;49;85;52.5;110
Claudia Kochs;claudiakochs;None;BB;BVDK;16.09.2016;Deutschland;W;30;77.5;50;120
Holger Ippers;holgerippers;None;NRW;BVDK;14.05.2011;Deutschland;M;50;100;125;160
Janusz Swietojanski;januszswietojanski;None;NRW;BVDK;29.08.2015;None;M;44;110;130;135
Henrik Ullerich;henrikullerich;None;MV;BVDK;21.09.2019;None;M;;150;110;200
Mandy Krasemann;mandykrasemann;None;BE;Germany-UA;05.10.2015;None;W;;95;47.5;120
Cosima Cornelius;cosimacornelius;None;BY;BVDK;06.10.2018;None;W;27;85;55;110
Johannes Naumow;johannesnaumow;None;BY;BVDK;26.10.2019;None;M;16;172.5;100;182.5
Ruben Ferreira Correia;rubenferreiracorreia;None;HE;BVDK;02.11.2019;None;M;18;140;97.5;162.5
Wiebke Retagne;wiebkeretagne;None;None;BVDK;21.08.2022;None;W;23;82.5;55;100
Marek Bonhage;marekbonhage;None;ST;BVDK;08.10.2016;None;M;17;155;117.5;165
Timon Ranneberg;timonranneberg;None;ST;BVDK;17.10.2020;None;M;15;140;90;187.5
Katharina Brandt;katharinabrandt;None;None;BVDK;30.09.2017;None;W;33;82.5;75;117.5
Amelie Kraft;ameliekraft;None;NRW;BVDK;06.05.2017;Deutschland;W;;85;55;117.5
Jürena Ott;jurenaott;None;None;WUAP-Germany;06.05.2022;Deutschland;W;31;100;50;125
Victoria Grimm;victoriagrimm;None;BW;BVDK;18.12.2021;None;W;22;67.5;40;117.5
Franziska Vogel;franziskavogel;None;BW;BVDK;22.09.2019;None;W;31;125;65;135
Olga Scurtu;olgascurtu;None;NI;BVDK;16.11.2019;None;W;26;100;52.5;105
Julia Christin Jonann;juliachristinjonann;None;NRW;BVDK;25.04.2015;None;W;;80;47.5;85
Marc Dorszelski;marcdorszelski;None;BY;BVDK;27.07.2019;None;M;24;157.5;92.5;185
Grit Eisfeld;griteisfeld;None;NI;BVDK;16.11.2019;None;W;52;95;65;115
Doreen Durschak;doreendurschak;None;None;GPC;18.10.2021;Deutschland;W;37;87.5;55;107.5
Timon Hofman;timonhofman;None;TH;BVDK;03.05.2014;None;M;18;150;90;150
Leonie Ge;leoniege;None;None;BVDK;19.09.2021;None;W;17;92.5;65;112.5
Caroline Hiss;carolinehiss;None;None;BVDK;09.09.2017;Deutschland;W;55;100;62.5;117.5
Justin Heering;justinheering;None;BB;BVDK;15.06.2019;None;M;17;150;97.5;180
Bossk;bossk;None;None;Germany-UA;21.12.2013;None;M;35;125;100;165
Harald Knieling;haraldknieling;None;ST;BVDK;17.10.2020;None;M;63;130;102.5;185
Frieda Holzer;friedaholzer;None;BY;BVDK;12.05.2018;Deutschland;W;49;95;77.5;130
Malte Riep;malteriep;None;None;Germany-UA;01.12.2008;None;M;29;180;105;185
Wojtek Kaminski;wojtekkaminski;None;None;UPC-Germany;27.03.2015;Deutschland;M;62;125;120;180
Fabian Dehoust;fabiandehoust;None;HE;Germany-UA;14.12.2019;None;M;28;170;150;205
Christoph Lenz;christophlenz;None;BB;BVDK;14.02.2015;None;M;27;135;117.5;200
Ulrich Tornack;ulrichtornack;None;ST;BVDK;25.02.2017;None;M;17;142.5;105;187.5
Jörg Rödiger;jorgrodiger;None;None;WPF;31.10.2019;Deutschland;M;53;162.5;115;152.5
Anne Osterling;anneosterling;None;NRW;BVDK;27.08.2016;Deutschland;W;26;95;65;102.5
Sebastian Mauser;sebastianmauser;None;BY;BVDK;12.05.2018;Deutschland;M;26;142.5;85;177.5
Claudia Maria Grytz;claudiamariagrytz;None;HE;BVDK;20.05.2022;None;W;35;85;60;122.5
Johannes Hillig;johanneshillig;None;SN;BVDK;24.11.2018;None;M;30;117.5;90;160
Aline Borth;alineborth;None;HH;Germany-UA;01.09.2017;None;W;;100;65;140
Rebecca Waibler;rebeccawaibler;None;None;BVDG;30.09.1983;Deutschland;W;;100;113;100
Tobias Moertel;tobiasmoertel;None;None;GDFPF;26.03.2016;None;M;21;150;92.5;190
Tobias Ils;tobiasils;None;None;BVDK;08.02.2020;None;M;26;180;82.5;212.5
Johann Radmer;johannradmer;None;None;BVDK;09.09.2017;Deutschland;M;15;145;85;175
Holger Pasemann;holgerpasemann;None;NI;BVDK;09.04.2016;Deutschland;M;58;140;140;180
Merve Cagliyan;mervecagliyan;None;NRW;BVDK;12.10.2019;None;W;31;95;52.5;140
Daniel Wittenberg;danielwittenberg;None;NRW;BVDK;05.05.2018;Deutschland;M;;135;105;135
Christian Kost;christiankost;None;NRW;BVDK;16.04.2016;None;M;21;160;100;180
Julia Poets;juliapoets;None;NI;BVDK;01.06.2019;None;W;30;92.5;45;120
Wolf Roters;wolfroters;None;HE;BVDK;20.05.2022;None;M;20;175;85;200
Max Tischler;maxtischler;None;None;BVDK;21.07.2019;None;M;;180;145;200
Maximilian End;maximilianend;None;TH;BVDK;07.10.2017;None;M;23;155;92.5;165
Alexander Reichel;alexanderreichel;None;NI;BVDK;24.07.2021;None;M;41;137.5;92.5;180
Kilian Hendlmeier;kilianhendlmeier;None;None;GDFPF;02.03.2014;Deutschland;M;22;155;110;170
Dennis Nickel;dennisnickel;None;NI;BVDK;09.04.2016;None;M;24;150;92.5;192.5
Sabine Bommersbach;sabinebommersbach;None;BB;BVDK;12.09.2015;Deutschland;W;51;80;47.5;115
Katharina Brenning;katharinabrenning;None;None;WUAP;14.11.2014;Deutschland;W;23;100;60;110
Peter Dauenhauer;peterdauenhauer;None;None;BVDK;11.05.2019;None;M;35;150;117.5;185
