name;instagram;Bundesland;Verband;Datum;Ort;Geschlecht;Alter;Squat;Bench;deadlift
Tobias Becker;None;HE;BVDK;15.08.2020;Deutschland;M;25;197,5;160;210
Jonas Hanshans;None;None;BVDK;21.08.2022;None;M;;195;132,5;220
Yuriy Lindemann;None;NRW;Germany-UA;09.11.2018;None;M;;215;130;250
Rebeca Dolores Quaresma Rabelo;None;BY;BVDK;23.10.2021;None;W;19~;180;77,5;170
Eric Stockdreher;None;MV;BVDK;21.09.2019;Deutschland;M;;230;160;225
Gordon Jasper;None;NRW;BVDK;09.12.2017;Deutschland;M;22;215;145;240
Kenneth Prehn;None;None;BVDK;11.05.2019;None;M;24~;190;135;245
Janine Erickson;None;None;BVDK;21.08.2022;None;W;37~;127,5;80;155
Alexander Stangl;None;BY;BVDK;14.05.2022;Deutschland;M;30;195;142,5;225
Tobias von Komorowsky;None;NI;BVDK;16.11.2019;None;M;25;220;167,5;260
Arne Urban;None;None;UPC-Germany;01.03.2017;None;M;;170;165;222,5
Mert Gültekin;None;HE;BVDK;20.05.2022;None;M;25~;202,5;130;245
Nicole Fydrich;None;None;BVDK;28.04.2019;Deutschland;W;37;105;75;162,5
Felix Adam;None;NRW;BVDK;27.08.2016;Deutschland;M;22~;200;140;240
Lars-Georg Nöldner;None;MV;UPC-Germany;10.03.2019;None;M;;205;135;230
Frank Hamann;None;None;WUAP-Germany;04.09.2021;None;M;54;215;145;265
Patricia Tonn;None;SN;BVDK;28.04.2018;Deutschland;W;28~;142,5;82,5;145
Max Stein;None;HE;Germany-UA;14.04.2019;None;M;23;190;145;235
Andy Urbrock;None;BB;BVDK;12.09.2015;Deutschland;M;18~;190;112,5;205
Tobias Reinsdorf;None;None;BVDK;12.10.2017;Deutschland;M;29~;185;142,5;235
Christopher Tropea;None;HE;BVDK;27.09.2014;None;M;29;182,5;140;235
Leon Fabry;None;NRW;BVDK;01.12.2019;None;M;22~;190;122,5;230
Ronny Wenzel;None;BW;BVDK;09.09.2018;Deutschland;M;37~;215;140;230
Daniel Krause;None;None;WUAP;17.10.2017;Deutschland;M;24;150;107,5;212,5
Mohamed Bangoura;None;NRW;BVDK;09.12.2017;Deutschland;M;;185;185;235
Benjamin Bernhardt;None;None;WPU;01.01.2019;Deutschland;M;31;170;122,5;225
Bastian Heinke;None;NI;BVDK;16.11.2019;Deutschland;M;24;210;135;235
Loren Schäfer;None;None;GDFPF;05.04.2015;Deutschland;M;21;222,5;172,5;240
Klaus Griesch;None;None;BVDK;29.03.2019;Deutschland;M;60;195;132,5;185
Laura Imperatori;laura.imperatori;None;BVDK;29.03.2019;Deutschland;W;26~;152,5;72,5;170
Jan Augustat;None;None;XPC-Poland;07.04.2022;Deutschland;M;52;205;120;220
Carmen Hochholzer;None;BB;BVDK;16.09.2016;Deutschland;W;23;135;82,5;170
Marcus Hergenhan;None;BB;BVDK;12.09.2015;Deutschland;M;30~;210;180;250
Tom Büter;None;NRW;Germany-UA;04.10.2019;Deutschland;M;25~;215;140;240
Fabiano L;None;NRW;Germany-UA;09.11.2018;None;M;;172,5;130;207,5
Alexander Denk;None;BY;BVDK;27.10.2018;Deutschland;M;31~;190;171;225
Daniel Herale;None;NI;BVDK;28.04.2018;Deutschland;M;26;195;125;230
Vivien Röder;None;BB;BVDK;16.09.2016;Deutschland;W;28;122,5;95;155
Kevin Wiethoff;None;NRW;BVDK;26.09.2020;None;M;23;225;132,5;275
Jonathan Fleischhauer;None;None;GDFPF;16.10.2021;None;M;22;200;137,5;260
Mathias Krempels Uribe;None;None;WDFPF;04.11.2016;Deutschland;M;20;170;130;210
Marko Staubach;None;HE;BVDK;12.05.2018;Deutschland;M;47;190;120;230
Tobias Hartl;None;NRW;BVDK;24.06.2022;None;M;29;210;137,5;230
Diaa Abou Aischa;None;None;BVDK;08.02.2020;None;M;27;215;130;245
Alina Langenberg;None;NRW;BVDK;24.06.2022;Deutschland;W;21;135;72,5;172,5
Paul Tesenvitz;None;None;GPU;31.07.2021;Deutschland;M;18~;190;122,5;258,5
Chris Wiegand;None;None;GPU;02.05.2022;Deutschland;M;26;230;170;230
Florian Förster;None;None;WUAP;13.06.2017;Deutschland;M;36;240;170;260
Dominik Jakwerth;None;NRW;BVDK;05.05.2018;Deutschland;M;34~;225;145;260
Jeremy Seydler;None;HH;Germany-UA;09.10.2016;None;M;;175;120;220
Benjamin Schönbrunn-Pulverich;None;HE;BVDK;12.05.2018;Deutschland;M;24;205;147,5;230
Maher Saei;None;NRW;BVDK;06.05.2017;Deutschland;M;24;160;130;210
Isabelle Materne;None;HH;Germany-UA;01.09.2017;None;W;32;115;80;130
Can Erdogan;None;NRW;Germany-UA;04.10.2019;None;M;;195;130;222,5
Jan Philipp Klein;None;NRW;BVDK;26.09.2020;None;M;29~;230;130;250
Erfan Ghasemy;None;None;Germany-UA;19.12.2015;None;M;30;195;130;245
Marco Hofmann;None;BY;BVDK;26.10.2019;None;M;24;185;120;205
Paul Kastl;None;MV;UPC-Germany;05.10.2019;None;M;;235;135;240
Oleksandr Sharov;None;None;IPF;14.06.2017;Deutschland;M;52;210;165;232,5
Lesley Adamu;None;NRW;BVDK;26.09.2020;None;M;24~;215;170;245
Sarah Pfau;None;None;BVDK;21.07.2019;Deutschland;W;22~;120;70;150
Alexander Höffler;None;BY;BVDK;26.10.2019;None;M;27~;190;135;255
Daniel Seidl;None;BY;BVDK;23.10.2021;None;M;39~;202,5;140;235
Madeleine Schönfeld;None;NRW;Germany-UA;04.10.2019;Deutschland;W;;125;85;137,5
Alexander Schulz;None;None;GDFPF;26.03.2016;None;M;19;200;115;227,5
Steven Nick;None;HE;BVDK;17.08.2019;Deutschland;M;25;210;120;260
Maximilian Stein;None;HE;Germany-UA;15.12.2018;None;M;23;180;142,5;230
Marcel Kleuß;None;SN;UPC-Germany;08.03.2018;Deutschland;M;22;210;130;227,5
Lena Heidemann;None;None;BVDK;19.09.2021;None;W;17~;153;80;145
Gustav Mockenhaupt;None;None;BVDK;30.10.2021;Deutschland;M;29;182,5;127,5;245
Björn Busch;None;None;BVDK;21.08.2022;None;M;23~;202,5;130;212,5
Kevin Schmidt;None;NI;BVDK;16.11.2019;Deutschland;M;21;220;127,5;257,5
Ruuuudi Küster;None;None;Germany-UA;01.12.2009;None;M;;265;107,5;280
Amer Ajlouni;None;HE;BVDK;17.08.2019;Deutschland;M;37;270;200;240
Jan Hendrik Becker;hendrik_ksc;NRW;BVDK;26.09.2020;Deutschland;M;37;222,5;127,5;262,5
Isabel Wagner;isis.happyhours;None;BVDK;21.07.2019;Deutschland;W;25;105;65;132,5
Tim Leitow;None;None;Germany-UA;15.12.2012;Deutschland;M;18;180;140;225
Jakob Weigel;None;SN;BVDK;10.10.2020;None;M;20~;200;120;247,5
Dagmar Friedrich;None;None;GPU;02.05.2022;Deutschland;W;33;165;75;167,5
Maurice Buabe;None;NI;BVDK;28.04.2018;Deutschland;M;21;185;122,5;240
Fabiano Luciano Capraro;None;HE;BVDK;17.08.2019;Deutschland;M;28;192,5;135;220
Arne Becker;None;None;WUAP-Germany;06.05.2022;Deutschland;M;19~;212,5;142,5;215
Catrin Resch;None;BB;BVDK;03.09.2011;Deutschland;W;45~;95;70;115
Kevin Aust;None;HE;BVDK;20.05.2022;None;M;17~;200;122,5;235
Marco Schwarz;None;None;Germany-UA;21.12.2013;None;M;42;172,5;162,5;172,5
Tim Niklas Dapprich;None;NRW;BVDK;01.12.2019;None;M;22~;205;137,5;235
Stefan Hamberger;None;BY;BVDK;12.05.2018;Deutschland;M;22~;215;137,5;217,5
Niklas Colditz;None;None;BVDK;21.08.2022;None;M;;207,5;120;245
Reik Günterberg;None;BB;BVDK;14.02.2015;None;M;25~;152,5;152,5;205
Ronny Kreitl;None;TH;BVDK;30.11.2019;None;M;43;192,5;155;227,5
Patrick Zunidza;None;None;GDFPF;05.04.2015;None;M;26;190;142,5;260
Paris Perikles Mintopoulos;None;NRW;BVDK;24.06.2022;None;M;24;202,5;130;210
Georg Haug;None;None;IPF;05.06.2015;Deutschland;M;49~;220;195,5;260
Matthias Skuballa;None;None;Germany-UA;15.12.2012;None;M;;205;127,5;230
Jörn Sattler;None;BE;Germany-UA;05.10.2015;None;M;24~;205;135;222,5
Henryk Sulik;None;BB;BVDK;04.10.2013;Deutschland;M;53~;210;145;225
Tobias Gnadl;None;None;UPC-Germany;01.03.2017;Deutschland;M;21~;212,5;120;252,5
Artjom Schaludinow;None;None;BVDK;30.10.2021;None;M;30;185;125;232,5
Alexander Geitner;None;NRW;BVDK;05.05.2018;Deutschland;M;40;200;147,5;272,5
Ricardo Schunk;None;None;BVDK;12.10.2017;Deutschland;M;47;195;140;210
Elli Hachmann;elli_hachmann;NRW;BVDK;09.12.2017;Deutschland;W;;125;67,5;152,5
Vanessa Meuser;None;None;WUAP-Germany;04.09.2021;Deutschland;W;31~;130;90;165
Tobias Müller;None;None;BVDK;30.04.2021;None;M;28~;210;125;232,5
Daniel Kotzot;None;HE;BVDK;12.05.2018;Deutschland;M;19;172,5;127,5;190
Daniel Ruprecht;None;BW;BVDK;18.12.2021;None;M;30~;215;137,5;225
Benedikt Kramer;None;HE;Germany-UA;16.12.2017;Deutschland;M;23;200;145;227,5
Frederik Hölzl;None;BY;BVDK;26.10.2019;None;M;22~;200;145;230
Dominik Baumgarten;None;BY;BVDK;27.07.2019;None;M;23;190;130;185
Olaf Meurer;None;BB;BVDK;16.09.2016;Deutschland;M;51;180;152,5;242,5
Jan Polsfuß;None;SN;BVDK;24.11.2018;None;M;19;155;102,5;200
Dirk Walter;None;None;BVDK;12.10.2017;None;M;32;182,5;117,5;200
Manuel Köppe;None;None;BVDK;19.09.2021;None;M;19~;200;117,5;225
Bastian Thum;None;RP;BVDK;12.10.2019;None;M;24~;225;120;250
Frank Hoyer;None;None;BVDK;29.08.2021;Deutschland;M;40~;235;155;250
Jürgen Slawik;None;None;UPC-Germany;31.03.2016;Deutschland;M;;190;150;250
Tobias Hübers;None;MV;UPC-Germany;05.10.2019;None;M;;180;110;210
Maximilian Alexander;None;NRW;BVDK;09.12.2017;Deutschland;M;27;195;120;230
Daniel Denecke;None;BB;BVDK;16.09.2016;Deutschland;M;28;215;180;250
Luca Kupitz;None;BY;BVDK;16.03.2019;None;M;21;190;132,5;240
Matthias Drobeck;None;NRW;BVDK;01.06.2019;None;M;37~;195;132,5;245
Pierre Oehme;None;None;BVDK;30.10.2021;None;M;19;190;122,5;192,5
Markus Fink;None;HE;BVDK;02.11.2019;None;M;21~;200;120;210
Tristan Wendlandt;None;BB;BVDK;12.09.2015;Deutschland;M;18~;165;110;187,5
Manuel Gonnermann;gonne_93;BB;BVDK;16.09.2016;Deutschland;M;22~;185;130;222,5
Tanita Zenk;None;None;BVDK;19.09.2021;None;W;22~;140;77,5;157,5
Leon Pielenz;None;None;BVDK;19.09.2021;None;M;21;185;132,5;222,5
Artur Rischo;None;None;BVDK;30.10.2021;Deutschland;M;29;200;155;220
Yury Bodrov;None;BB;BVDK;19.09.2014;None;M;23~;187,5;150;232,5
Patric Klatenbach;None;None;WPF;19.06.2015;Deutschland;M;37;172,5;170;230
Moritz Vitzhum;None;BY;BVDK;23.10.2021;None;M;;220;140;210
Esra Tröger;None;BY;BVDK;16.03.2019;None;M;23;217,5;150;232,5
Evelyn Kemmel;None;NRW;BVDK;14.05.2011;None;W;;147,5;90;152,5
Tobias Wachowitz;None;NRW;BVDK;24.08.2019;None;M;27;192,5;125;215
Maximilian Braun;None;BB;BVDK;16.09.2016;Deutschland;M;21;190;120;230
Alexander Groß;None;None;BVDK;28.04.2019;None;M;24;230;157,5;252,5
Sebastian Schwarz;None;NRW;BVDK;09.12.2018;Deutschland;M;;180;125;235
Andreas Wisgigl;None;BY;BVDK;26.10.2019;Deutschland;M;22~;200;110;230
Katrin Ribb;None;None;WUAP-Germany;04.09.2021;Deutschland;W;51;110;115;162,5
Jan Philipp Dienethal;None;None;BVDK;21.08.2022;Deutschland;M;28;155;135;215
Luis Oswald;None;NRW;Germany-UA;09.11.2018;None;M;21~;222,5;140;245
Jannik Lühs;None;HE;BVDK;20.05.2022;Deutschland;M;30;190;122,5;230
Remo Quack;None;NI;BVDK;16.11.2019;None;M;32;190;115;202,5
Kamil Polak;None;None;GDFPF;16.10.2021;None;M;29;185;130;240
Patrick Wenderoth;None;NRW;Germany-UA;04.10.2019;None;M;;192,5;122,5;220
Daniel Schuh;None;None;BVDK;21.08.2022;None;M;;205;140;260
Guido Höppner;None;MV;UPC-Germany;05.05.2018;None;M;;200;115;240
Nikolai Lorenz;None;BW;BVDK;09.09.2018;Deutschland;M;32~;190;155;230
Joshua Nedved Barboza;None;BW;BVDK;18.12.2021;None;M;20~;215;130;255
Jonas Reichl;None;None;BVDK;21.08.2022;None;M;31~;187,5;120;232,5
Malte Schwenzfeier;None;NRW;Germany-UA;09.11.2018;None;M;;180;120;300
Thosten Strehlau;None;BB;BVDK;23.06.2018;Deutschland;M;40~;170;170;250
Sebastian Baier;None;None;Germany-UA;15.12.2012;None;M;25;177,5;150;220
Dario Hoff;None;NRW;BVDK;10.10.2021;None;M;28;200;102,5;247,5
Jonas Rösner;None;NRW;Germany-UA;04.10.2019;None;M;25~;210;130;230
Tony Apitzsch;None;None;BVDK;28.04.2019;None;M;23~;220;130;220
Frank Kunath;None;BB;BVDK;04.10.2013;None;M;47~;222,5;137,5;225
Nicolai Peks;None;None;PAGermany;28.04.2017;Deutschland;M;37;217,5;160;235
Jochen Otto;None;BB;BVDK;16.09.2016;Deutschland;M;21;182,5;110;207,5
Nurallah Dilek;None;BY;BVDK;16.03.2019;Deutschland;M;18;177,5;100;215
Dominic Fetting;None;None;GPU;02.05.2022;Deutschland;M;30;200;160;240
Jamal Pollok;None;HE;BVDK;20.05.2022;None;M;24~;185;110;225
Rune Fritzsche;None;None;BVDK;19.09.2021;None;M;22~;190;130;215
Simon Tenambergen;None;BB;BVDK;16.09.2016;Deutschland;M;28;212,5;135;255
Fenja Voigt;None;None;BVDK;19.09.2021;None;W;19~;95;85;120
Celine Hein;kraftzwerg_;None;IPF;04.06.2019;Deutschland;W;18~;107,5;55;135
Patrick Kaindl;None;BY;BVDK;06.10.2018;None;M;24;200;150;230
Mirjam Amelal;deadliftcat;MV;BVDK;21.09.2018;None;W;26;117,5;75;137,5
Laurens Fischer;None;NRW;BVDK;01.12.2019;None;M;23;225;130;250
Jan Meurer;None;TH;BVDK;02.02.2019;Deutschland;M;22~;185;110;245
Jan Niklas Hinzmann;None;None;BVDK;19.09.2021;Deutschland;M;20;182,5;132,5;220
Benedikt Sura;None;None;UPC-Germany;27.03.2015;None;M;;230;155;250
Jonathan Fröhlich;None;None;GDFPF;21.10.2017;None;M;26;170;140;230
Christian Hoffmann;None;NRW;BVDK;15.07.2022;None;M;41;180;145;215
Eren Kayadan;None;None;Germany-UA;21.12.2013;Deutschland;M;17;152,5;130;200
Iris Kunkel;None;NRW;BVDK;14.05.2011;Deutschland;W;46;110;90;140
Matthias Töpfl;None;BY;BVDK;26.10.2019;Deutschland;M;27;205;125;230
Falk Pommer;None;None;BVDK;28.04.2019;None;M;;220;162,5;250
Philipp Gröbner;None;BB;BVDK;16.09.2016;Deutschland;M;32~;200;155;230
Klaus Welters;None;NRW;Germany-UA;09.11.2018;Deutschland;M;23;202,5;142,5;255
Diana Bäder;None;HE;BVDK;20.05.2022;None;W;24~;135;70;170
Moritz Ruckdeschel;None;NRW;BVDK;26.09.2020;None;M;28~;215;150;225
Jan Eggeling;None;NI;BVDK;16.11.2019;None;M;27;167,5;130;205
Jannis Evers;None;NI;BVDK;16.11.2019;None;M;27;207,5;150;230
Valentin Bauer;None;BW;BVDK;18.12.2021;None;M;26~;212,5;137,5;212,5
Ruben Lohberg;legdrive.lohberg;None;BVDK;19.09.2021;None;M;21;200;162,5;237,5
Max Peter Bialon;None;None;BVDK;30.10.2021;None;M;23;230;125;215
Kevin Kaltenecker;None;BB;BVDK;16.09.2016;Deutschland;M;19;192,5;142,5;265
Johnesen Münster;None;ST;BVDK;08.09.2018;None;M;18~;197,5;155;247,5
Marius Schneider;None;None;Germany-UA;21.12.2013;None;M;17;170;130;230
Kristian Weßelmann;None;NI;BVDK;16.11.2019;None;M;42;195;125;245
Erdogan Can;None;BY;BVDK;20.10.2018;Deutschland;M;22~;180;105;212,5
Christopher Hardy;None;HE;Germany-UA;14.12.2019;None;M;26;207,5;152,5;240
Michaela Pennekamp;None;None;WUAP;05.10.2016;Deutschland;W;50;162,5;90;185
Dmitrij Nekrasov;None;NI;BVDK;16.11.2019;None;M;32;255;160;260
Thies Neuhaus;None;None;BVDK;19.09.2021;None;M;21~;197,5;110;260
Michel Jähnel;None;None;WUAP;17.10.2017;Deutschland;M;25;230;157,5;250
Marouan Benzadi;None;None;WUAP;05.10.2016;Deutschland;M;18;180;125;200
Bettina Heinzen;None;NRW;BVDK;09.09.2017;Deutschland;W;41;120;80;145
Michele Engel;None;HE;BVDK;20.05.2022;None;W;25~;140;72,5;157,5
Aaron Betz;None;NRW;Germany-UA;09.11.2018;Deutschland;M;27;210;135;227,5
Kevin Klein;None;NRW;Germany-UA;04.10.2019;Deutschland;M;23;172,5;120;210
Rouven Von Elling;None;None;WPF;02.11.2018;Deutschland;M;24;215;155;240
Fabian Molitor;None;BY;BVDK;23.10.2021;None;M;24~;210;125;232,5
Frederic Hellmann;None;None;Germany-UA;17.12.2011;None;M;;180;167,5;252,5
Gerit Krüger;None;NRW;BVDK;25.04.2015;None;M;29;220;140;250
Fabian Glittenberg;None;NRW;BVDK;01.12.2019;Deutschland;M;25;190;122,5;255
Martin Puchert;None;None;BVDK;30.04.2021;None;M;30;170;115;207,5
Lea Johanning;None;NRW;BVDK;29.08.2015;None;W;32;110;80;137,5
Philipp Johst;None;None;BVDK;28.04.2019;None;M;23;195;120;245
Dieter Hundertmark;None;NI;BVDK;22.08.2015;Deutschland;M;60;190;140;210
Jan Grigat;None;None;BVDK;12.10.2017;Deutschland;M;24;280;155;265
Viktor Kwasnik;None;None;BVDK;19.09.2021;None;M;17~;205;122,5;200
Daniel Dargatz;None;BY;GDFPF;13.10.2018;None;M;36;205;150;245
Michele Lemonis;None;NRW;WPC-Germany;04.09.2020;Deutschland;M;25~;165;105;240
Heidrun Woltjen;None;None;BVDK;29.08.2021;Deutschland;W;56;115;52,5;150
Andrea Lange;None;NRW;BVDK;29.08.2015;Deutschland;W;50;122,5;85;147,5
Tim Below;None;None;GDFPF;16.10.2021;Deutschland;M;30;200;147,5;215
Dennis Johannes Witz;None;BW;BVDK;18.12.2021;None;M;20~;185;117,5;235
Ali Comart;None;BY;BVDK;20.10.2018;Deutschland;M;22~;200;150;205
Matthias Riesch;None;NRW;BVDK;15.07.2022;None;M;48;170;90;201
Robert Kretzschmar;None;SN;BVDK;24.11.2018;Deutschland;M;41~;230;207,5;210
Mike Schultheiß;None;SH;UPC-Germany;20.10.2018;None;M;;190;127,5;240
Kevin Lange;None;None;WUAP-Germany;06.05.2022;Deutschland;M;33~;212,5;160;230
Jana Brinkbäumer;None;NRW;BVDK;24.06.2022;None;W;26;130;80;152,5
Marian Aziz;None;BB;BVDK;03.09.2011;None;M;29;190;120;250
Hannes Dethloff;None;SN;BVDK;10.10.2020;None;M;22~;210;140;217,5
David Mengler;None;None;WDFPF;25.10.2019;Deutschland;M;40;187,5;135;212,5
Lars Penther;None;BW;BVDK;29.04.2017;Deutschland;M;30;192,5;117,5;215
Maximilian Klier;ac.quainted;BB;BVDK;15.06.2019;None;M;24~;205;135;245
Lucas Neusser;None;NRW;BVDK;09.12.2018;Deutschland;M;27~;187,5;132,5;202,5
Sascha Rothe;None;None;UPC-Germany;03.10.2015;None;M;;185;140;220
Franziska Müller;None;None;GPU;02.05.2022;Deutschland;W;26;125;77,5;145
Dominik Palus;None;NRW;BVDK;29.08.2015;None;M;23;202,5;140;260
Tobias Merkt;None;BW;BVDK;18.12.2021;None;M;29~;217,5;132,5;245
Fabian Bögner;None;BW;BVDK;22.09.2019;None;M;20~;195;130;240
Ulrich Baehr;None;None;GDFPF;26.03.2016;None;M;30;210;140;260
Sven Nethe;None;None;WUAP;13.06.2018;Deutschland;M;42~;220;155;250
Paul Müller #1;None;None;BVDK;14.08.2021;None;M;20~;210;150;240
Georgi Nyktaris;None;None;PAGermany;01.05.2015;None;M;30;210;205;270
Arndt Kehrbaum;None;NRW;BVDK;14.05.2011;None;M;40~;200;150;250
Patrick Grau;None;BY;BVDK;12.05.2018;Deutschland;M;18~;210;110;200
Martin Peli;None;HE;BVDK;17.08.2019;None;M;41;200;170;250
Joel Ross;None;BW;BVDK;22.09.2019;None;M;20~;177,5;110;205
Arwin Joren Wienhold;None;MV;BVDK;21.09.2018;Deutschland;M;26~;147,5;105;210
Marius Dickmann;None;NRW;BVDK;09.10.2021;None;M;32~;220;117,5;232,5
Nadine Hügerich;None;BY;BVDK;12.05.2018;Deutschland;W;29~;125;65;140
Tobias Blankenhorn;None;MV;UPC-Germany;10.03.2019;Deutschland;M;30;220;157,5;250
Mohammed Amine;None;HH;Germany-UA;01.09.2017;None;M;;207,5;140;272,5
Niklas Schiestl;None;HE;BVDK;20.05.2022;None;M;22~;200;135;225
Anna Soler-Colome;kukume;BY;BVDK;12.05.2018;Deutschland;W;26;120;75;155
Miriam Pütz;None;NRW;BVDK;24.06.2022;None;W;20;140;77,5;152,5
Arby Aranda;None;HH;Germany-UA;01.09.2017;None;M;;150;102,5;210
Matthias Fritz;None;BY;GDFPF;07.09.2019;Deutschland;M;28;200;120;235
Marco Weißel;None;BY;BVDK;23.10.2021;None;M;;190;127,5;237,5
Moritz Neumann;None;BY;BVDK;05.03.2022;None;M;;210;140;235
Alexander Bergan;None;NRW;BVDK;12.05.2012;None;M;40~;192,5;145;230
Leo Unterholzner;None;BY;BVDK;14.05.2022;None;M;18~;200;140;230
Ramon Baubel;None;MV;BVDK;21.09.2018;None;M;36~;200;120;245
Tan Karnali;None;HH;Germany-UA;09.10.2016;None;M;;180;130;245
Aaaron Jaschok;None;MV;BVDK;29.09.2018;None;M;;252,5;152,5;250
Patrick Sogl;None;HH;Germany-UA;09.10.2016;None;M;;225;142,5;230
Jan Stechbarth;None;None;WPF;13.10.2016;Deutschland;M;34;220;125;240
Christian Fischl;None;None;WUAP;05.10.2016;Deutschland;M;;210;130;215
Katharina Brening;None;None;GPC-ISR;17.11.2017;Deutschland;W;26;142,5;75;130
Jaime Kepp;None;None;BVDK;19.09.2021;Deutschland;M;16;210;160;225
P. Hoffke;None;None;Germany-UA;01.01.1977;None;M;;;;
Christian Burth;None;BW;BVDK;22.09.2019;None;M;30;185;120;225
Sascha Obermeier;None;None;WUAP;13.06.2017;Deutschland;M;38;215;150;235
Manfred Stieghorst;None;None;UPC-Germany;01.03.2017;None;M;;180;180;235
Lukas Graf;None;BY;BVDK;03.08.2019;None;M;21~;205;117,5;210
Tobias Gärtner;None;BW;BVDK;18.12.2021;None;M;29~;192,5;110;230
Verena Fuhrmann;None;None;BVDK;21.08.2022;None;W;27;137,5;85;150
Marten Henning Gruner;None;NI;BVDK;16.11.2019;None;M;29;192,5;122,5;220
Jan Meruer;None;None;BVDK;21.07.2019;None;M;;185;115;240
Janina Fölsche;None;None;BVDK;29.09.2021;Deutschland;W;25;122,5;67,5;165
Lars Wertenbruch;None;NRW;Germany-UA;04.10.2019;None;M;;210;165;225
Benedikt Rhomberg-Kauert;None;BW;BVDK;18.12.2021;None;M;21~;205;140;260
Nils Glieden;None;NRW;Germany-UA;09.11.2018;None;M;;227,5;117,5;242,5
Carina Sheel;None;None;BVDK;21.08.2022;None;W;23~;120;75;135
Matthias Koch;None;None;BVDK;29.08.2021;None;M;40~;190;152,5;255
Patrick De Sousa Grangeiro;None;None;GDFPF;26.03.2016;None;M;24;190;127,5;240
Michael Berkovsky;None;NRW;BVDK;26.09.2020;None;M;31~;205;155;250
Marcel Hollensteiner;None;NRW;BVDK;09.12.2018;Deutschland;M;27;170;130;210
Carina Siefken;None;None;BVDK;29.09.2021;None;W;26~;145;70;187,5
Maike Rußmann;None;None;GDFPF;21.10.2017;Deutschland;W;31;97,5;45;132,5
Markus Frison;None;None;WPU;01.07.2018;Deutschland;M;22~;205;120;205
Robinson Bentler;None;NRW;BVDK;01.12.2019;None;M;25~;192,5;155;250
Steffen Spörl;None;None;Germany-UA;17.12.2011;None;M;;187,5;145;210
Emre Kula;None;BB;BVDK;16.09.2016;Deutschland;M;20~;180;145;210
Filip Wisniewski;None;BY;BVDK;26.10.2019;Deutschland;M;36~;235;125;252,5
Moritz Pecher;None;NRW;BVDK;01.12.2019;None;M;;200;142,5;275
Lucas Högel;None;BY;BVDK;20.10.2018;None;M;22~;250;152,5;252,5
Kevin Hetzel;None;None;WUAP-Germany;06.05.2022;Deutschland;M;28~;225;145;230
Jakob Kulling;None;None;BVDK;29.09.2021;None;M;30;185;115;230
Marko Hirt;None;BB;BVDK;16.09.2016;Deutschland;M;36;200;147,5;235
Max Göpfert;None;TH;BVDK;24.08.2019;None;M;28~;200;110;212,5
Hannes Prause;None;TH;BVDK;26.10.2019;None;M;28~;200;110;212,5
Steffen Behnke;None;None;WUAP;17.06.2019;Deutschland;M;20;210;140;230
Ansgar Dressler;None;None;GPU;02.05.2022;Deutschland;M;51;207,5;132,5;260
Marius Thomas Bender;None;None;BVDK;29.09.2021;Deutschland;M;29;197,5;127,5;237,5
Koray Kesik;None;NRW;BVDK;12.10.2019;None;M;24;200;130;230
Kevin Blivier;None;BB;BVDK;12.09.2015;Deutschland;M;24;217,5;125;252,5
Lucas Siegmund;None;None;BVDK;12.10.2017;Deutschland;M;19;147,5;100;167,5
Nicolas Göb;None;None;BVDK;25.07.2021;None;M;26;232,5;130;255
René Loibl;None;BY;BVDK;23.10.2021;None;M;;225;160;240
Lennard Weitzenbürger;None;None;Germany-UA;01.12.2009;Deutschland;M;;190;160;240
Stefan Fecke;None;NRW;BVDK;01.12.2019;None;M;25;207,5;125;227,5
Patrick Klostermayr;None;BY;BVDK;27.10.2018;None;M;27;215;120;240
Vivienne Bentlage;None;NRW;BVDK;24.06.2022;None;W;27;115;67,5;125
Jonathan Javier Coello Fröhlich;None;BY;GDFPF;07.09.2019;Deutschland;M;28;170;130;232,5
Jens Poyyd;None;NRW;BVDK;27.04.2013;None;M;;185;140;265
Manuel Beck;None;BY;BVDK;12.05.2018;Deutschland;M;28~;225;152,5;220
Hans-Joachim Hook;None;None;BVDK;29.03.2019;Deutschland;M;64;167,5;127,5;235
Simon Bausewein;None;BY;BVDK;30.04.2022;None;M;;212,5;142,5;245
Oscar Fuhge;None;None;Germany-UA;19.12.2015;None;M;29;190;142,5;215
Julia Dietz;None;None;Germany-UA;01.12.2007;None;W;25;122,5;102,5;130
Daniel Zehnle;None;None;BVDK;12.10.2017;Deutschland;M;19;157,5;97,5;205
Lucas Frank Fuhrmann;None;BB;BVDK;15.06.2019;None;M;23~;175;125;222,5
Alexander Wirth;None;HE;Germany-UA;15.12.2018;None;M;24;192,5;155;240
Billy Kittler;None;NI;BVDK;16.11.2019;None;M;25;210;157,5;222,5
Torben Zintz;None;NRW;Germany-UA;09.11.2018;None;M;;210;115;230
Philip Göbber;None;NI;BVDK;16.11.2019;Deutschland;M;26;210;142,5;235
Anil Can Comart;None;BB;BVDK;16.09.2016;Deutschland;M;17~;180;137,5;210
Mümin Gözenoglu;None;NRW;BVDK;01.12.2019;None;M;37~;175;122,5;197,5
Kerstin Waldeck;None;None;BVDK;21.08.2022;None;W;28~;122,5;75;160
Esther Leipold;None;HE;BVDK;20.05.2022;None;W;22~;117,5;75;152,5
Beate Schönke;None;None;Germany-UA;01.12.2005;Deutschland;W;41;130;87,5;150
